file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0030.flac_aug,isabel offered no answer to this assertion which her companion made with an air of great confidence he'll find you changed the latter pursued you've been affected by your new surroundings very likely i'm affected by everything,73.24,5.28,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0031.flac,by everything but mister goodwood miss stackpole exclaimed with a slightly harsh hilarity isabel failed even to smile back and in a moment she said did he ask you to speak to me not in so many words,100.0,96.38,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0031.flac_aug,by everything but mister goodwood miss stackpole exclaimed with a slightly harsh hilarity isabel failed even to smile back and in a moment she said did he ask you to speak to me not in so many words,68.57,15.39,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0032.flac,but his eyes asked it and his handshake when he bade me good bye thank you for doing so and isabel turned away yes you're changed you've got new ideas over here her friend continued i hope so said isabel,100.0,95.63,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0032.flac_aug,but his eyes asked it and his handshake when he bade me good bye thank you for doing so and isabel turned away yes you're changed you've got new ideas over here her friend continued i hope so said isabel,65.75,3.52,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0033.flac,one should get as many new ideas as possible yes but they shouldn't interfere with the old ones when the old ones have been the right ones isabel turned about again if you mean that i had any idea with regard to mister goodwood,100.0,97.11,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0033.flac_aug,one should get as many new ideas as possible yes but they shouldn't interfere with the old ones when the old ones have been the right ones isabel turned about again if you mean that i had any idea with regard to mister goodwood,54.05,2.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0034.flac,but she faltered before her friend's implacable glitter my dear child you certainly encouraged him isabel made for the moment as if to deny this charge instead of which however she presently answered,100.0,91.19,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0034.flac_aug,but she faltered before her friend's implacable glitter my dear child you certainly encouraged him isabel made for the moment as if to deny this charge instead of which however she presently answered,70.77,3.04,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0035.flac,it's very true i did encourage him and then she asked if her companion had learned from mister goodwood what he intended to do it was a concession to her curiosity for she disliked discussing the subject,100.0,98.09,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0035.flac_aug,it's very true i did encourage him and then she asked if her companion had learned from mister goodwood what he intended to do it was a concession to her curiosity for she disliked discussing the subject,98.51,60.18,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0036.flac,and found henrietta wanting in delicacy i asked him and he said he meant to do nothing miss stackpole answered but i don't believe that he's not a man to do nothing he is a man of high bold action,100.0,96.33,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0036.flac_aug,and found henrietta wanting in delicacy i asked him and he said he meant to do nothing miss stackpole answered but i don't believe that he's not a man to do nothing he is a man of high bold action,65.57,10.34,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0037.flac,and whatever he does will always be right i quite believe that henrietta might be wanting in delicacy but it touched the girl all the same to hear this declaration ah you do care for him her visitor rang out,100.0,96.98,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0037.flac_aug,and whatever he does will always be right i quite believe that henrietta might be wanting in delicacy but it touched the girl all the same to hear this declaration ah you do care for him her visitor rang out,80.0,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0038.flac,whatever he does will always be right isabel repeated when a man's of that infallible mould what does it matter to him what one feels it may not matter to him but it matters to one's self ah,96.67,95.51,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0038.flac_aug,whatever he does will always be right isabel repeated when a man's of that infallible mould what does it matter to him what one feels it may not matter to him but it matters to one's self ah,71.19,15.77,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0039.flac,i hope he'll hate me then said isabel i believe you hope it about as much as i believe him capable of it to this observation our heroine made no return,100.0,94.52,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0039.flac_aug,i hope he'll hate me then said isabel i believe you hope it about as much as i believe him capable of it to this observation our heroine made no return,50.0,12.32,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0040.flac,she was absorbed in the alarm given her by henrietta's intimation that caspar goodwood would present himself at gardencourt she pretended to herself however that she thought the event impossible and later,100.0,97.17,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0040.flac_aug,she was absorbed in the alarm given her by henrietta's intimation that caspar goodwood would present himself at gardencourt she pretended to herself however that she thought the event impossible and later,21.54,3.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0041.flac,she communicated her disbelief to her friend for the next forty eight hours nevertheless she stood prepared to hear the young man's name announced the feeling pressed upon her it made the air sultry,100.0,96.86,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0041.flac_aug,she communicated her disbelief to her friend for the next forty eight hours nevertheless she stood prepared to hear the young man's name announced the feeling pressed upon her it made the air sultry,72.73,23.21,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0042.flac,and after strolling about for some time in a manner at once listless and restless had seated herself on a garden bench within sight of the house beneath a spreading beech where in a white dress ornamented with black ribbons,100.0,96.01,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0042.flac_aug,and after strolling about for some time in a manner at once listless and restless had seated herself on a garden bench within sight of the house beneath a spreading beech where in a white dress ornamented with black ribbons,59.15,20.52,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0043.flac,she formed among the flickering shadows a graceful and harmonious image,100.0,70.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0043.flac_aug,she formed among the flickering shadows a graceful and harmonious image,90.91,18.08,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0044.flac,as to whom the proposal of an ownership divided with her cousin had been applied as impartially as possible as impartially as bunchie's own somewhat fickle and inconstant sympathies would allow,100.0,97.41,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0044.flac_aug,as to whom the proposal of an ownership divided with her cousin had been applied as impartially as possible as impartially as bunchie's own somewhat fickle and inconstant sympathies would allow,88.46,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0045.flac,but she was notified for the first time on this occasion of the finite character of bunchie's intellect hitherto she had been mainly struck with its extent,100.0,81.6,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0045.flac_aug,but she was notified for the first time on this occasion of the finite character of bunchie's intellect hitherto she had been mainly struck with its extent,43.14,3.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0046.flac,it seemed to her at last that she would do well to take a book formerly when heavy hearted she had been able with the help of some well chosen volume to transfer the seat of consciousness to the organ of pure reason,100.0,95.21,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0046.flac_aug,it seemed to her at last that she would do well to take a book formerly when heavy hearted she had been able with the help of some well chosen volume to transfer the seat of consciousness to the organ of pure reason,85.29,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0047.flac,of late it was not to be denied literature had seemed a fading light and even after she had reminded herself that her uncle's library was provided with a complete set of those authors which no gentleman's collection should be without,100.0,93.61,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0047.flac_aug,of late it was not to be denied literature had seemed a fading light and even after she had reminded herself that her uncle's library was provided with a complete set of those authors which no gentleman's collection should be without,84.93,4.04,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0048.flac,she sat motionless and empty handed her eyes bent on the cool green turf of the lawn her meditations were presently interrupted by the arrival of a servant who handed her a letter the letter bore the london postmark,100.0,92.5,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0048.flac_aug,she sat motionless and empty handed her eyes bent on the cool green turf of the lawn her meditations were presently interrupted by the arrival of a servant who handed her a letter the letter bore the london postmark,98.31,34.85,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1069\133699\1069-133699-0049.flac,you will remember that when you gave me my dismissal at albany three months ago i did not accept it i protested against it you in fact appeared to accept my protest and to admit that i had the right on my side,100.0,92.5,1
